Date,Time,Energy
09/09/2024,2:55AM,0.000kWh
09/09/2024,2:50AM,0.000kWh
09/09/2024,2:45AM,0.000kWh
09/09/2024,2:40AM,0.000kWh
09/09/2024,2:35AM,0.000kWh
09/09/2024,2:30AM,0.000kWh
09/09/2024,2:25AM,0.000kWh
09/09/2024,2:20AM,0.000kWh
09/09/2024,2:15AM,0.000kWh
09/09/2024,2:10AM,0.000kWh
09/09/2024,2:05AM,0.000kWh
09/09/2024,2:00AM,0.000kWh
09/09/2024,1:55AM,0.000kWh
09/09/2024,1:50AM,0.000kWh
09/09/2024,1:45AM,0.000kWh
09/09/2024,1:40AM,0.000kWh
09/09/2024,1:35AM,0.000kWh
09/09/2024,1:30AM,0.000kWh
09/09/2024,1:25AM,0.000kWh
09/09/2024,1:20AM,0.000kWh
09/09/2024,1:15AM,0.000kWh
09/09/2024,1:10AM,0.000kWh
09/09/2024,1:05AM,0.000kWh
09/09/2024,1:00AM,0.000kWh
09/09/2024,12:55AM,0.000kWh
09/09/2024,12:50AM,0.000kWh
09/09/2024,12:45AM,0.000kWh
09/09/2024,12:40AM,0.000kWh
09/09/2024,12:35AM,0.000kWh
09/09/2024,12:30AM,0.000kWh
09/09/2024,12:25AM,0.000kWh
09/09/2024,12:20AM,0.000kWh
09/09/2024,12:15AM,0.000kWh
09/09/2024,12:10AM,0.000kWh
09/09/2024,12:05AM,0.000kWh
08/09/2024,11:55PM,69.733kWh
08/09/2024,11:50PM,69.733kWh
08/09/2024,11:45PM,69.733kWh
08/09/2024,11:40PM,69.733kWh
08/09/2024,11:35PM,69.733kWh
08/09/2024,11:30PM,69.733kWh
08/09/2024,11:25PM,69.733kWh
08/09/2024,11:20PM,69.733kWh
08/09/2024,11:15PM,69.733kWh
08/09/2024,11:10PM,69.733kWh
08/09/2024,11:05PM,69.733kWh
08/09/2024,11:00PM,69.733kWh
08/09/2024,10:55PM,69.733kWh
08/09/2024,10:50PM,69.733kWh
08/09/2024,10:45PM,69.733kWh
08/09/2024,10:40PM,69.733kWh
08/09/2024,10:35PM,69.733kWh
08/09/2024,10:30PM,69.733kWh
08/09/2024,10:25PM,69.733kWh
08/09/2024,10:20PM,69.733kWh
08/09/2024,10:15PM,69.733kWh
08/09/2024,10:10PM,69.733kWh
08/09/2024,10:05PM,69.733kWh
08/09/2024,10:00PM,69.733kWh
08/09/2024,9:55PM,69.733kWh
08/09/2024,9:50PM,69.733kWh
08/09/2024,9:45PM,69.733kWh
08/09/2024,9:40PM,69.733kWh
08/09/2024,9:35PM,69.733kWh
08/09/2024,9:30PM,69.733kWh
08/09/2024,9:25PM,69.733kWh
08/09/2024,9:20PM,69.733kWh
08/09/2024,9:15PM,69.733kWh
08/09/2024,9:10PM,69.733kWh
08/09/2024,9:05PM,69.733kWh
08/09/2024,9:00PM,69.733kWh
08/09/2024,8:55PM,69.733kWh
08/09/2024,8:50PM,69.733kWh
08/09/2024,8:45PM,69.733kWh
08/09/2024,8:40PM,69.733kWh
08/09/2024,8:35PM,69.733kWh
08/09/2024,8:30PM,69.733kWh
08/09/2024,8:25PM,69.733kWh
08/09/2024,8:20PM,69.733kWh
08/09/2024,8:15PM,69.733kWh
08/09/2024,8:10PM,69.733kWh
08/09/2024,8:05PM,69.733kWh
08/09/2024,8:00PM,69.733kWh
08/09/2024,7:55PM,69.733kWh
08/09/2024,7:50PM,69.733kWh
08/09/2024,7:45PM,69.733kWh
08/09/2024,7:40PM,69.733kWh
08/09/2024,7:35PM,69.733kWh
08/09/2024,7:30PM,69.733kWh
08/09/2024,7:25PM,69.733kWh
08/09/2024,7:20PM,69.733kWh
08/09/2024,7:15PM,69.733kWh
08/09/2024,7:10PM,69.730kWh
08/09/2024,7:05PM,69.721kWh
08/09/2024,7:00PM,69.708kWh
08/09/2024,6:55PM,69.693kWh
08/09/2024,6:50PM,69.674kWh
08/09/2024,6:45PM,69.643kWh
08/09/2024,6:40PM,69.595kWh
08/09/2024,6:35PM,69.526kWh
08/09/2024,6:30PM,69.433kWh
08/09/2024,6:25PM,69.313kWh
08/09/2024,6:20PM,69.179kWh
08/09/2024,6:15PM,69.018kWh
08/09/2024,6:10PM,68.868kWh
08/09/2024,6:05PM,68.734kWh
08/09/2024,6:00PM,68.610kWh
08/09/2024,5:55PM,68.481kWh
08/09/2024,5:50PM,68.339kWh
08/09/2024,5:45PM,68.187kWh
08/09/2024,5:40PM,68.045kWh
08/09/2024,5:35PM,67.902kWh
08/09/2024,5:30PM,67.755kWh
08/09/2024,5:25PM,67.597kWh
08/09/2024,5:20PM,67.421kWh
08/09/2024,5:15PM,67.235kWh
08/09/2024,5:10PM,67.035kWh
08/09/2024,5:05PM,66.814kWh
08/09/2024,5:00PM,66.574kWh
08/09/2024,4:55PM,66.342kWh
08/09/2024,4:50PM,66.111kWh
08/09/2024,4:45PM,65.872kWh
08/09/2024,4:40PM,65.622kWh
08/09/2024,4:35PM,65.367kWh
08/09/2024,4:30PM,65.092kWh
08/09/2024,4:25PM,64.773kWh
08/09/2024,4:20PM,64.469kWh
08/09/2024,4:15PM,64.190kWh
08/09/2024,4:10PM,63.923kWh
08/09/2024,4:05PM,63.640kWh
08/09/2024,4:00PM,63.353kWh
08/09/2024,3:55PM,63.034kWh
08/09/2024,3:50PM,62.678kWh
08/09/2024,3:45PM,62.352kWh
08/09/2024,3:40PM,61.975kWh
08/09/2024,3:35PM,61.514kWh
08/09/2024,3:30PM,60.993kWh
08/09/2024,3:25PM,60.386kWh
08/09/2024,3:20PM,59.792kWh
08/09/2024,3:15PM,59.342kWh
08/09/2024,3:10PM,58.830kWh
08/09/2024,3:05PM,58.171kWh
08/09/2024,3:00PM,57.471kWh
08/09/2024,2:55PM,56.783kWh
08/09/2024,2:50PM,56.071kWh
08/09/2024,2:45PM,55.344kWh
08/09/2024,2:40PM,54.640kWh
08/09/2024,2:35PM,53.897kWh
08/09/2024,2:30PM,53.133kWh
08/09/2024,2:25PM,52.357kWh
08/09/2024,2:20PM,51.568kWh
08/09/2024,2:15PM,50.768kWh
08/09/2024,2:10PM,50.016kWh
08/09/2024,2:05PM,49.228kWh
08/09/2024,2:00PM,48.418kWh
08/09/2024,1:55PM,47.611kWh
08/09/2024,1:50PM,46.809kWh
08/09/2024,1:45PM,46.059kWh
08/09/2024,1:40PM,45.234kWh
08/09/2024,1:35PM,44.444kWh
08/09/2024,1:30PM,43.642kWh
08/09/2024,1:25PM,42.873kWh
08/09/2024,1:20PM,42.050kWh
08/09/2024,1:15PM,41.213kWh
08/09/2024,1:10PM,40.347kWh
08/09/2024,1:05PM,39.521kWh
08/09/2024,1:00PM,38.677kWh
08/09/2024,12:55PM,37.835kWh
08/09/2024,12:50PM,37.028kWh
08/09/2024,12:45PM,36.208kWh
08/09/2024,12:40PM,35.422kWh
08/09/2024,12:35PM,34.569kWh
08/09/2024,12:30PM,33.761kWh
08/09/2024,12:25PM,32.926kWh
08/09/2024,12:20PM,32.074kWh
08/09/2024,12:15PM,31.266kWh
08/09/2024,12:10PM,30.466kWh
08/09/2024,12:05PM,29.641kWh
08/09/2024,12:00PM,28.804kWh
08/09/2024,11:55AM,27.970kWh
08/09/2024,11:50AM,27.148kWh
08/09/2024,11:45AM,26.338kWh
08/09/2024,11:40AM,25.536kWh
08/09/2024,11:35AM,24.757kWh
08/09/2024,11:30AM,23.943kWh
08/09/2024,11:25AM,23.149kWh
08/09/2024,11:20AM,22.347kWh
08/09/2024,11:15AM,21.578kWh
08/09/2024,11:10AM,20.804kWh
08/09/2024,11:05AM,20.029kWh
08/09/2024,11:00AM,19.277kWh
08/09/2024,10:55AM,18.533kWh
08/09/2024,10:50AM,17.791kWh
08/09/2024,10:45AM,17.069kWh
08/09/2024,10:40AM,16.355kWh
08/09/2024,10:35AM,15.639kWh
08/09/2024,10:30AM,14.951kWh
08/09/2024,10:25AM,14.275kWh
08/09/2024,10:20AM,13.593kWh
08/09/2024,10:15AM,12.941kWh
08/09/2024,10:10AM,12.293kWh
08/09/2024,10:05AM,11.650kWh
08/09/2024,10:00AM,11.043kWh
08/09/2024,9:55AM,10.439kWh
08/09/2024,9:50AM,9.839kWh
08/09/2024,9:45AM,9.277kWh
08/09/2024,9:40AM,8.702kWh
08/09/2024,9:35AM,8.152kWh
08/09/2024,9:30AM,7.616kWh
08/09/2024,9:25AM,7.101kWh
08/09/2024,9:20AM,6.610kWh
08/09/2024,9:15AM,6.116kWh
08/09/2024,9:10AM,5.650kWh
08/09/2024,9:05AM,5.211kWh
08/09/2024,9:00AM,4.782kWh
08/09/2024,8:55AM,4.366kWh
08/09/2024,8:50AM,3.967kWh
08/09/2024,8:45AM,3.589kWh
08/09/2024,8:40AM,3.222kWh
08/09/2024,8:35AM,2.882kWh
08/09/2024,8:30AM,2.562kWh
08/09/2024,8:25AM,2.262kWh
08/09/2024,8:20AM,1.976kWh
08/09/2024,8:15AM,1.719kWh
08/09/2024,8:10AM,1.481kWh
08/09/2024,8:05AM,1.263kWh
08/09/2024,8:00AM,1.066kWh
08/09/2024,7:55AM,0.888kWh
08/09/2024,7:50AM,0.732kWh
08/09/2024,7:45AM,0.596kWh
08/09/2024,7:40AM,0.468kWh
08/09/2024,7:35AM,0.363kWh
08/09/2024,7:30AM,0.273kWh
08/09/2024,7:25AM,0.198kWh
08/09/2024,7:20AM,0.137kWh
08/09/2024,7:15AM,0.089kWh
08/09/2024,7:10AM,0.054kWh
08/09/2024,7:05AM,0.029kWh
08/09/2024,7:00AM,0.013kWh
08/09/2024,6:55AM,0.004kWh
08/09/2024,6:50AM,0.000kWh
08/09/2024,6:45AM,0.000kWh
08/09/2024,6:40AM,0.000kWh
08/09/2024,6:35AM,0.000kWh
08/09/2024,6:30AM,0.000kWh
08/09/2024,6:25AM,0.000kWh
08/09/2024,6:20AM,0.000kWh
08/09/2024,6:15AM,0.000kWh
08/09/2024,6:10AM,0.000kWh
08/09/2024,6:05AM,0.000kWh
08/09/2024,6:00AM,0.000kWh
08/09/2024,5:55AM,0.000kWh
08/09/2024,5:50AM,0.000kWh
08/09/2024,5:45AM,0.000kWh
08/09/2024,5:40AM,0.000kWh
08/09/2024,5:35AM,0.000kWh
08/09/2024,5:30AM,0.000kWh
08/09/2024,5:25AM,0.000kWh
08/09/2024,5:20AM,0.000kWh
08/09/2024,5:15AM,0.000kWh
08/09/2024,5:10AM,0.000kWh
08/09/2024,5:05AM,0.000kWh
08/09/2024,5:00AM,0.000kWh
08/09/2024,4:55AM,0.000kWh
08/09/2024,4:50AM,0.000kWh
08/09/2024,4:45AM,0.000kWh
08/09/2024,4:40AM,0.000kWh
08/09/2024,4:35AM,0.000kWh
08/09/2024,4:30AM,0.000kWh
08/09/2024,4:25AM,0.000kWh
08/09/2024,4:20AM,0.000kWh
08/09/2024,4:15AM,0.000kWh
08/09/2024,4:10AM,0.000kWh
08/09/2024,4:05AM,0.000kWh
08/09/2024,4:00AM,0.000kWh
08/09/2024,3:55AM,0.000kWh
08/09/2024,3:50AM,0.000kWh
08/09/2024,3:45AM,0.000kWh
08/09/2024,3:40AM,0.000kWh
08/09/2024,3:35AM,0.000kWh
08/09/2024,3:30AM,0.000kWh
08/09/2024,3:25AM,0.000kWh
08/09/2024,3:20AM,0.000kWh
08/09/2024,3:15AM,0.000kWh
08/09/2024,3:10AM,0.000kWh
08/09/2024,3:05AM,0.000kWh
08/09/2024,3:00AM,0.000kWh
08/09/2024,2:55AM,0.000kWh
08/09/2024,2:50AM,0.000kWh
08/09/2024,2:45AM,0.000kWh
08/09/2024,2:40AM,0.000kWh
08/09/2024,2:35AM,0.000kWh
08/09/2024,2:30AM,0.000kWh
08/09/2024,2:25AM,0.000kWh
08/09/2024,2:20AM,0.000kWh
08/09/2024,2:15AM,0.000kWh
08/09/2024,2:10AM,0.000kWh
08/09/2024,2:05AM,0.000kWh
08/09/2024,2:00AM,0.000kWh
08/09/2024,1:55AM,0.000kWh
08/09/2024,1:50AM,0.000kWh
08/09/2024,1:45AM,0.000kWh
08/09/2024,1:40AM,0.000kWh
08/09/2024,1:35AM,0.000kWh
08/09/2024,1:30AM,0.000kWh
08/09/2024,1:25AM,0.000kWh
08/09/2024,1:20AM,0.000kWh
08/09/2024,1:15AM,0.000kWh
08/09/2024,1:10AM,0.000kWh
08/09/2024,1:05AM,0.000kWh
08/09/2024,1:00AM,0.000kWh
08/09/2024,12:55AM,0.000kWh
08/09/2024,12:50AM,0.000kWh
08/09/2024,12:45AM,0.000kWh
08/09/2024,12:40AM,0.000kWh
08/09/2024,12:35AM,0.000kWh
08/09/2024,12:30AM,0.000kWh
08/09/2024,12:25AM,0.000kWh
08/09/2024,12:20AM,0.000kWh
08/09/2024,12:15AM,0.000kWh
08/09/2024,12:10AM,0.000kWh
08/09/2024,12:05AM,0.000kWh
07/09/2024,11:55PM,65.253kWh
07/09/2024,11:50PM,65.253kWh
07/09/2024,11:45PM,65.253kWh
07/09/2024,11:40PM,65.253kWh
07/09/2024,11:35PM,65.253kWh
07/09/2024,11:30PM,65.253kWh
07/09/2024,11:25PM,65.253kWh
07/09/2024,11:20PM,65.253kWh
07/09/2024,11:15PM,65.253kWh
07/09/2024,11:10PM,65.253kWh
07/09/2024,11:05PM,65.253kWh
07/09/2024,11:00PM,65.253kWh
07/09/2024,10:55PM,65.253kWh
07/09/2024,10:50PM,65.253kWh
07/09/2024,10:45PM,65.253kWh
07/09/2024,10:40PM,65.253kWh
07/09/2024,10:35PM,65.253kWh
07/09/2024,10:30PM,65.253kWh
07/09/2024,10:25PM,65.253kWh
07/09/2024,10:20PM,65.253kWh
07/09/2024,10:15PM,65.253kWh
07/09/2024,10:10PM,65.253kWh
07/09/2024,10:05PM,65.253kWh
07/09/2024,10:00PM,65.253kWh
07/09/2024,9:55PM,65.253kWh
07/09/2024,9:50PM,65.253kWh
07/09/2024,9:45PM,65.253kWh
07/09/2024,9:40PM,65.253kWh
07/09/2024,9:35PM,65.253kWh
07/09/2024,9:30PM,65.253kWh
07/09/2024,9:25PM,65.253kWh
07/09/2024,9:20PM,65.253kWh
07/09/2024,9:15PM,65.253kWh
07/09/2024,9:10PM,65.253kWh
07/09/2024,9:05PM,65.253kWh
07/09/2024,9:00PM,65.253kWh
07/09/2024,8:55PM,65.253kWh
07/09/2024,8:50PM,65.253kWh
07/09/2024,8:45PM,65.253kWh
07/09/2024,8:40PM,65.253kWh
07/09/2024,8:35PM,65.253kWh
07/09/2024,8:30PM,65.253kWh
07/09/2024,8:25PM,65.253kWh
07/09/2024,8:20PM,65.253kWh
07/09/2024,8:15PM,65.253kWh
07/09/2024,8:10PM,65.253kWh
07/09/2024,8:05PM,65.253kWh
07/09/2024,8:00PM,65.253kWh
07/09/2024,7:55PM,65.253kWh
07/09/2024,7:50PM,65.253kWh
07/09/2024,7:45PM,65.253kWh
07/09/2024,7:40PM,65.253kWh
07/09/2024,7:35PM,65.253kWh
07/09/2024,7:30PM,65.253kWh
07/09/2024,7:25PM,65.253kWh
07/09/2024,7:20PM,65.252kWh
07/09/2024,7:15PM,65.249kWh
07/09/2024,7:10PM,65.243kWh
07/09/2024,7:05PM,65.231kWh
07/09/2024,7:00PM,65.210kWh
07/09/2024,6:55PM,65.183kWh
07/09/2024,6:50PM,65.153kWh
07/09/2024,6:45PM,65.120kWh
07/09/2024,6:40PM,65.086kWh
07/09/2024,6:35PM,65.043kWh
07/09/2024,6:30PM,64.983kWh
07/09/2024,6:25PM,64.910kWh
07/09/2024,6:20PM,64.845kWh
07/09/2024,6:15PM,64.769kWh
07/09/2024,6:10PM,64.682kWh
07/09/2024,6:05PM,64.595kWh
07/09/2024,6:00PM,64.496kWh
07/09/2024,5:55PM,64.386kWh
07/09/2024,5:50PM,64.279kWh
07/09/2024,5:45PM,64.158kWh
07/09/2024,5:40PM,64.010kWh
07/09/2024,5:35PM,63.845kWh
07/09/2024,5:30PM,63.709kWh
07/09/2024,5:25PM,63.540kWh
07/09/2024,5:20PM,63.310kWh
07/09/2024,5:15PM,63.111kWh
07/09/2024,5:10PM,62.854kWh
07/09/2024,5:05PM,62.600kWh
07/09/2024,5:00PM,62.253kWh
07/09/2024,4:55PM,61.831kWh
07/09/2024,4:50PM,61.410kWh
07/09/2024,4:45PM,60.990kWh
07/09/2024,4:40PM,60.574kWh
07/09/2024,4:35PM,60.139kWh
07/09/2024,4:30PM,59.696kWh
07/09/2024,4:25PM,59.223kWh
07/09/2024,4:20PM,58.728kWh
07/09/2024,4:15PM,58.234kWh
07/09/2024,4:10PM,57.724kWh
07/09/2024,4:05PM,57.189kWh
07/09/2024,4:00PM,56.659kWh
07/09/2024,3:55PM,56.106kWh
07/09/2024,3:50PM,55.530kWh
07/09/2024,3:45PM,54.968kWh
07/09/2024,3:40PM,54.375kWh
07/09/2024,3:35PM,53.762kWh
07/09/2024,3:30PM,53.134kWh
07/09/2024,3:25PM,52.479kWh
07/09/2024,3:20PM,51.793kWh
07/09/2024,3:15PM,51.127kWh
07/09/2024,3:10PM,50.427kWh
07/09/2024,3:05PM,49.706kWh
07/09/2024,3:00PM,49.020kWh
07/09/2024,2:55PM,48.245kWh
07/09/2024,2:50PM,47.632kWh
07/09/2024,2:45PM,47.371kWh
07/09/2024,2:40PM,47.255kWh
07/09/2024,2:35PM,47.110kWh
07/09/2024,2:30PM,46.988kWh
07/09/2024,2:25PM,46.875kWh
07/09/2024,2:20PM,46.748kWh
07/09/2024,2:15PM,46.558kWh
07/09/2024,2:10PM,46.118kWh
07/09/2024,2:05PM,45.546kWh
07/09/2024,2:00PM,44.777kWh
07/09/2024,1:55PM,43.946kWh
07/09/2024,1:50PM,43.182kWh
07/09/2024,1:45PM,42.628kWh
07/09/2024,1:40PM,41.973kWh
07/09/2024,1:35PM,41.189kWh
07/09/2024,1:30PM,40.660kWh
07/09/2024,1:25PM,40.044kWh
07/09/2024,1:20PM,39.491kWh
07/09/2024,1:15PM,38.927kWh
07/09/2024,1:10PM,38.431kWh
07/09/2024,1:05PM,37.795kWh
07/09/2024,1:00PM,37.019kWh
07/09/2024,12:55PM,36.221kWh
07/09/2024,12:50PM,35.381kWh
07/09/2024,12:45PM,34.571kWh
07/09/2024,12:40PM,33.846kWh
07/09/2024,12:35PM,33.024kWh
07/09/2024,12:30PM,32.146kWh
07/09/2024,12:25PM,31.233kWh
07/09/2024,12:20PM,30.501kWh
07/09/2024,12:15PM,29.913kWh
07/09/2024,12:10PM,29.250kWh
07/09/2024,12:05PM,28.559kWh
07/09/2024,12:00PM,27.754kWh
07/09/2024,11:55AM,27.040kWh
07/09/2024,11:50AM,26.194kWh
07/09/2024,11:45AM,25.412kWh
07/09/2024,11:40AM,24.635kWh
07/09/2024,11:35AM,23.863kWh
07/09/2024,11:30AM,23.100kWh
07/09/2024,11:25AM,22.322kWh
07/09/2024,11:20AM,21.549kWh
07/09/2024,11:15AM,20.792kWh
07/09/2024,11:10AM,20.024kWh
07/09/2024,11:05AM,19.260kWh
07/09/2024,11:00AM,18.504kWh
07/09/2024,10:55AM,17.768kWh
07/09/2024,10:50AM,17.035kWh
07/09/2024,10:45AM,16.306kWh
07/09/2024,10:40AM,15.585kWh
07/09/2024,10:35AM,14.874kWh
07/09/2024,10:30AM,14.159kWh
07/09/2024,10:25AM,13.548kWh
07/09/2024,10:20AM,12.872kWh
07/09/2024,10:15AM,12.310kWh
07/09/2024,10:10AM,11.859kWh
07/09/2024,10:05AM,11.426kWh
07/09/2024,10:00AM,10.952kWh
07/09/2024,9:55AM,10.376kWh
07/09/2024,9:50AM,9.739kWh
07/09/2024,9:45AM,9.144kWh
07/09/2024,9:40AM,8.575kWh
07/09/2024,9:35AM,7.998kWh
07/09/2024,9:30AM,7.435kWh
07/09/2024,9:25AM,6.886kWh
07/09/2024,9:20AM,6.346kWh
07/09/2024,9:15AM,5.847kWh
07/09/2024,9:10AM,5.366kWh
07/09/2024,9:05AM,4.923kWh
07/09/2024,9:00AM,4.528kWh
07/09/2024,8:55AM,4.277kWh
07/09/2024,8:50AM,3.993kWh
07/09/2024,8:45AM,3.591kWh
07/09/2024,8:40AM,3.278kWh
07/09/2024,8:35AM,2.968kWh
07/09/2024,8:30AM,2.580kWh
07/09/2024,8:25AM,2.238kWh
07/09/2024,8:20AM,1.993kWh
07/09/2024,8:15AM,1.741kWh
07/09/2024,8:10AM,1.515kWh
07/09/2024,8:05AM,1.309kWh
07/09/2024,8:00AM,1.107kWh
07/09/2024,7:55AM,0.900kWh
07/09/2024,7:50AM,0.725kWh
07/09/2024,7:45AM,0.569kWh
07/09/2024,7:40AM,0.432kWh
07/09/2024,7:35AM,0.330kWh
07/09/2024,7:30AM,0.248kWh
07/09/2024,7:25AM,0.179kWh
07/09/2024,7:20AM,0.120kWh
07/09/2024,7:15AM,0.075kWh
07/09/2024,7:10AM,0.040kWh
07/09/2024,7:05AM,0.018kWh
07/09/2024,7:00AM,0.010kWh
07/09/2024,6:55AM,0.004kWh
07/09/2024,6:50AM,0.001kWh
07/09/2024,6:45AM,0.000kWh
07/09/2024,6:40AM,0.000kWh
07/09/2024,6:35AM,0.000kWh
07/09/2024,6:30AM,0.000kWh
07/09/2024,6:25AM,0.000kWh
07/09/2024,6:20AM,0.000kWh
07/09/2024,6:15AM,0.000kWh
07/09/2024,6:10AM,0.000kWh
07/09/2024,6:05AM,0.000kWh
07/09/2024,6:00AM,0.000kWh
07/09/2024,5:55AM,0.000kWh
07/09/2024,5:50AM,0.000kWh
07/09/2024,5:45AM,0.000kWh
07/09/2024,5:40AM,0.000kWh
07/09/2024,5:35AM,0.000kWh
07/09/2024,5:30AM,0.000kWh
07/09/2024,5:25AM,0.000kWh
07/09/2024,5:20AM,0.000kWh
07/09/2024,5:15AM,0.000kWh
07/09/2024,5:10AM,0.000kWh
07/09/2024,5:05AM,0.000kWh
07/09/2024,5:00AM,0.000kWh
07/09/2024,4:55AM,0.000kWh
07/09/2024,4:50AM,0.000kWh
07/09/2024,4:45AM,0.000kWh
07/09/2024,4:40AM,0.000kWh
07/09/2024,4:35AM,0.000kWh
07/09/2024,4:30AM,0.000kWh
07/09/2024,4:25AM,0.000kWh
07/09/2024,4:20AM,0.000kWh
07/09/2024,4:15AM,0.000kWh
07/09/2024,4:10AM,0.000kWh
07/09/2024,4:05AM,0.000kWh
07/09/2024,4:00AM,0.000kWh
07/09/2024,3:55AM,0.000kWh
07/09/2024,3:50AM,0.000kWh
07/09/2024,3:45AM,0.000kWh
07/09/2024,3:40AM,0.000kWh
07/09/2024,3:35AM,0.000kWh
07/09/2024,3:30AM,0.000kWh
07/09/2024,3:25AM,0.000kWh
07/09/2024,3:20AM,0.000kWh
07/09/2024,3:15AM,0.000kWh
07/09/2024,3:10AM,0.000kWh
07/09/2024,3:05AM,0.000kWh
07/09/2024,3:00AM,0.000kWh
07/09/2024,2:55AM,0.000kWh
07/09/2024,2:50AM,0.000kWh
07/09/2024,2:45AM,0.000kWh
07/09/2024,2:40AM,0.000kWh
07/09/2024,2:35AM,0.000kWh
07/09/2024,2:30AM,0.000kWh
07/09/2024,2:25AM,0.000kWh
07/09/2024,2:20AM,0.000kWh
07/09/2024,2:15AM,0.000kWh
07/09/2024,2:10AM,0.000kWh
07/09/2024,2:05AM,0.000kWh
07/09/2024,2:00AM,0.000kWh
07/09/2024,1:55AM,0.000kWh
07/09/2024,1:50AM,0.000kWh
07/09/2024,1:45AM,0.000kWh
07/09/2024,1:40AM,0.000kWh
07/09/2024,1:35AM,0.000kWh
07/09/2024,1:30AM,0.000kWh
07/09/2024,1:25AM,0.000kWh
07/09/2024,1:20AM,0.000kWh
07/09/2024,1:15AM,0.000kWh
07/09/2024,1:10AM,0.000kWh
07/09/2024,1:05AM,0.000kWh
07/09/2024,1:00AM,0.000kWh
07/09/2024,12:55AM,0.000kWh
07/09/2024,12:50AM,0.000kWh
07/09/2024,12:45AM,0.000kWh
07/09/2024,12:40AM,0.000kWh
07/09/2024,12:35AM,0.000kWh
07/09/2024,12:30AM,0.000kWh
07/09/2024,12:25AM,0.000kWh
07/09/2024,12:20AM,0.000kWh
07/09/2024,12:15AM,0.000kWh
07/09/2024,12:10AM,0.000kWh
07/09/2024,12:05AM,0.000kWh
07/09/2024,12:00AM,0.000kWh
06/09/2024,11:55PM,71.096kWh
06/09/2024,11:50PM,71.096kWh
06/09/2024,11:45PM,71.096kWh
06/09/2024,11:40PM,71.096kWh
06/09/2024,11:35PM,71.096kWh
06/09/2024,11:30PM,71.096kWh
06/09/2024,11:25PM,71.096kWh
06/09/2024,11:20PM,71.096kWh
06/09/2024,11:15PM,71.096kWh
06/09/2024,11:10PM,71.096kWh
06/09/2024,11:05PM,71.096kWh
06/09/2024,11:00PM,71.096kWh
06/09/2024,10:55PM,71.096kWh
06/09/2024,10:50PM,71.096kWh
06/09/2024,10:45PM,71.096kWh
06/09/2024,10:40PM,71.096kWh
06/09/2024,10:35PM,71.096kWh
06/09/2024,10:30PM,71.096kWh
06/09/2024,10:25PM,71.096kWh
06/09/2024,10:20PM,71.096kWh
06/09/2024,10:15PM,71.096kWh
06/09/2024,10:10PM,71.096kWh
06/09/2024,10:05PM,71.096kWh
06/09/2024,10:00PM,71.096kWh
06/09/2024,9:55PM,71.096kWh
06/09/2024,9:50PM,71.096kWh
06/09/2024,9:45PM,71.096kWh
06/09/2024,9:40PM,71.096kWh
06/09/2024,9:35PM,71.096kWh
06/09/2024,9:30PM,71.096kWh
06/09/2024,9:25PM,71.096kWh
06/09/2024,9:20PM,71.096kWh
06/09/2024,9:15PM,71.096kWh
06/09/2024,9:10PM,71.096kWh
06/09/2024,9:05PM,71.096kWh
06/09/2024,9:00PM,71.096kWh
06/09/2024,8:55PM,71.096kWh
06/09/2024,8:50PM,71.096kWh
06/09/2024,8:45PM,71.096kWh
06/09/2024,8:40PM,71.096kWh
06/09/2024,8:35PM,71.096kWh
06/09/2024,8:30PM,71.096kWh
06/09/2024,8:25PM,71.096kWh
06/09/2024,8:20PM,71.096kWh
06/09/2024,8:15PM,71.096kWh
06/09/2024,8:10PM,71.096kWh
06/09/2024,8:05PM,71.096kWh
06/09/2024,8:00PM,71.096kWh
06/09/2024,7:55PM,71.096kWh
06/09/2024,7:50PM,71.096kWh
06/09/2024,7:45PM,71.096kWh
06/09/2024,7:40PM,71.096kWh
06/09/2024,7:35PM,71.096kWh
06/09/2024,7:30PM,71.096kWh
06/09/2024,7:25PM,71.095kWh
06/09/2024,7:20PM,71.094kWh
06/09/2024,7:15PM,71.091kWh
06/09/2024,7:10PM,71.086kWh
06/09/2024,7:05PM,71.077kWh
06/09/2024,7:00PM,71.065kWh
06/09/2024,6:55PM,71.046kWh
06/09/2024,6:50PM,71.022kWh
06/09/2024,6:45PM,70.995kWh
06/09/2024,6:40PM,70.962kWh
06/09/2024,6:35PM,70.925kWh
06/09/2024,6:30PM,70.883kWh
06/09/2024,6:25PM,70.833kWh
06/09/2024,6:20PM,70.777kWh
06/09/2024,6:15PM,70.715kWh
06/09/2024,6:10PM,70.645kWh
06/09/2024,6:05PM,70.566kWh
06/09/2024,6:00PM,70.479kWh
06/09/2024,5:55PM,70.376kWh
06/09/2024,5:50PM,70.254kWh
06/09/2024,5:45PM,70.116kWh
06/09/2024,5:40PM,69.953kWh
06/09/2024,5:35PM,69.784kWh
06/09/2024,5:30PM,69.591kWh
06/09/2024,5:25PM,69.372kWh
06/09/2024,5:20PM,69.126kWh
06/09/2024,5:15PM,68.866kWh
06/09/2024,5:10PM,68.652kWh
06/09/2024,5:05PM,68.337kWh
06/09/2024,5:00PM,67.956kWh
06/09/2024,4:55PM,67.558kWh
06/09/2024,4:50PM,67.176kWh
06/09/2024,4:45PM,66.801kWh
06/09/2024,4:40PM,66.374kWh
06/09/2024,4:35PM,65.908kWh
